nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
"Gereja Katolik Stasi Santo Yohanes Paulus II, Rawalumbu",Gereja Katolik,"Jl. Kemuning V No.53, RT.004/RW.005, Bojong Menteng, Kec. Rawalumbu, Kota Bks, Jawa Barat 17117",,"4,9",53,"
0813-9939-6742",Ada,Tidak Tersedia,-6.3033097,106.9898277,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Santo Stanislaus Kostka, Paroki Kranggan",Gereja Katolik,"Jl. Raya Ps. Kranggan No.7, RT.004/RW.004, Jatisampurna, Kec. Jatisampurna, Kota Bks, Jawa Barat 17433",08.00 hingga 16.00,"4,8",345,"
(021) 22813401",Ada,Tidak Tersedia,-6.3626153,106.9279499,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GSJA IMANUEL GRANDWISATA,Gereja,"Jl. Grand Wisata No.52 - 53 Blok AA 10, Tambun, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510",,"4,7",16,,Tidak Ada ,Tidak Tersedia,-6.2842938,107.0433583,Aksesibilitas Tersedia,[]
GKJ Bekasi,Gereja,"Jl. Jatiluhur Raya RT.001/RW.013. Kompl. Pengairan, Bekasi, Jawa Barat, 17145",Tutup,"4,7",250,"
(021) 8840760",Ada,Tersedia,-6.2475898,106.9678082,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GPIB GLORIA Bekasi,Gereja,"Jl. Kenanga IV Perumahan Jaka Permai No.38 Kav 37, RT.006/RW.006A, Jakasampurna, Bekasi Barat, Bekasi, West Java 17145",,"4,8",161,"
(021) 8841983",Ada,Tersedia,-6.2466845,106.975546,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
GPPK Suluh Kasih Bekasi,Gereja,"GPPK Suluh Kasih Bekasi, Jl. Cut Mutia No.11 Plaza Blok A4, RT.001/RW.009, Margahayu, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",Buka 24 jam,"5,0",8,"
0852-0613-8796",Ada,Tidak Tersedia,-6.249804,107.014334,Aksesibilitas Tersedia,[]
Gereja Kerasulan Baru,Gereja Apostolik,"Kp. Rawasemut nomer, RT.002/RW.011, 38, Margahayu, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17113",Tutup,"5,0",11,"
(021) 88088290",Ada,Tersedia,-6.2514735,107.0155676,Aksesibilitas Tersedia,['Memiliki tempat parkir khusus pengguna kursi roda']
"Gereja Katolik Paroki Santo Gabriel, Pulo Gebang",Gereja Katolik,"Jl. Pulo Gebang Indah 2 No.1-2 Blok J6, RT.4/RW.11, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13950",05.30 hingga 08.00,"4,8",634,"
(021) 48702005",Ada,Tersedia,-6.2002858,106.9509205,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santa Clara, Bekasi Utara",Gereja Katolik,"Jl. Lkr. Utara, RT.03/RW.06, Harapan Baru, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17123",08.00 hingga 16.00,"4,9",596,"
(021) 8870327",Ada,Tersedia,-6.2082685,107.0189284,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
"Gereja Katolik Stasi Santo Petrus Rasul, Cibitung",Gereja Katolik,"Jl. Sasak Nongkin, Wanasari, Kec. Cibitung, Kabupaten Bekasi, Jawa Barat 17520",Buka 24 jam,"4,8",98,,Tidak Ada ,Tidak Tersedia,-6.2318718,107.0945894,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
"Gereja Katolik Paroki Santo Andreas Kim Tae Gon, Puspa Gading",Gereja Katolik,"Puspa Gading Timur No.1 blok H2, RT.5/RW.2, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",,"4,8",1.435,"
(021) 22457027",Ada,Tersedia,-6.1737527,106.9159663,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gua Maria Gereja Santa Clara Bekasi,Tempat Ibadah,"Gua Maria Gereja Santa Clara Bekasi, RT.007/RW.018, Harapan Baru, Bekasi Utara, Bekasi, West Java 17123",,"5,0",20,"
0813-8707-3838",Ada,Tersedia,-6.2090153,107.0188362,Aksesibilitas Tersedia,[]
